CustomerID,Recency,Frequency,Monetary,Cluster
14769,44,3,3320.78,2
14770,12,2,876.42,2
14775,152,1,406.56,1
14776,13,2,860.04,2
14778,88,1,334.05,1
14779,60,3,386.15,2
14782,100,1,200.10000000000002,1
14784,104,1,114.68,1
14790,33,1,152.16,2
14794,34,3,479.08,2
14796,19,8,3063.73,2
14798,90,1,75.68,1
14800,3,5,3187.1,2
14803,55,2,730.79,2
14805,94,1,109.25,1
14810,20,7,1081.8,2
14813,149,2,155.43,1
14817,57,1,580.79,2
14818,33,1,118.25,2
14821,147,1,48.800000000000004,1
14825,56,4,885.1700000000001,2
14828,34,2,1075.92,2
14829,141,2,385.33,1
14834,20,1,243.69,2
14840,47,1,62.85,2
14841,54,3,1781.8500000000001,2
14842,88,1,310.0,1
14844,21,1,874.5500000000001,2
14849,29,9,1850.3700000000001,2
14850,92,1,325.75,1
14851,36,1,206.13,2
14852,32,1,490.4,2
14854,7,3,1191.33,2
14865,152,1,37.2,1
14866,146,1,103.67999999999999,1
14867,116,1,300.74,1
14868,13,1,439.33,2
14870,42,1,327.25,2
14871,35,2,248.6,2
14875,42,1,362.0,2
14878,37,3,631.78,2
14880,68,1,129.2,2
14886,33,1,364.8,2
14889,116,1,135.9,1
14890,33,1,125.65,2
14895,29,2,2846.69,2
14896,145,1,257.22,1
14897,77,1,175.5,1
14898,20,4,610.93,2
14901,141,3,497.04999999999995,1
14903,26,2,1113.76,2
14905,14,1,308.55,2
14907,141,3,960.69,1
14911,7,46,29363.1,0
14912,27,1,482.78999999999996,2
14913,54,2,615.8299999999999,2
14915,58,1,142.28,2
14916,104,1,295.05,1
14924,26,1,310.05,2
14930,54,1,1104.13,2
14931,21,1,293.0,2
14932,145,1,363.53,1
14934,62,1,828.84,2
14935,77,1,1784.71,1
14936,55,1,1576.3600000000001,2
14944,76,2,754.29,1
14952,66,3,2183.83,2
14957,33,1,58.49,2
14958,26,1,210.64999999999998,2
14959,76,1,178.66,1
14961,12,5,3179.66,2
14962,51,1,126.7,2
14964,27,1,206.21,2
14970,32,2,782.25,2
14973,5,1,654.6,2
14976,54,2,271.52,2
14978,16,4,1537.28,2
14981,26,1,102.12,2
14985,138,1,124.51,1
14987,145,1,163.2,1
14995,60,1,119.31,2
14998,21,1,183.64,2
15002,77,3,1147.5900000000001,2
15005,6,9,1877.71,2
15012,153,1,191.06,1
15018,33,2,291.34000000000003,2
15019,46,1,266.0,2
15021,41,2,407.12,2
15023,56,3,1805.74,2
15024,76,3,688.09,2
15026,20,2,230.78,2
15027,18,1,341.4,2
15028,148,1,185.97,1
15030,48,1,152.76,2
15031,62,1,150.83,2
15032,36,3,4959.1,2
15033,36,2,749.8,2
15034,13,5,2664.83,2
15038,23,2,284.03,2
15039,8,21,10521.59,0
15044,21,10,4030.48,2
15045,37,1,388.9,2
15046,21,6,1557.59,2
15047,50,1,343.62,2
15048,1,2,156.4,2
15049,53,1,121.17000000000002,2
15052,99,1,215.78,1
15053,61,1,222.65,2
15057,55,2,1489.5,2
15058,23,5,740.76,2
15059,77,3,369.91,1
15061,29,26,27074.56,0
15062,64,2,460.98,2
15065,8,2,1406.4,2
15067,62,1,848.05,2
15068,36,1,239.95999999999998,2
15070,153,1,106.2,1
15071,56,1,588.6700000000001,2
15078,14,10,3155.2000000000003,2
15079,95,2,509.24,1
15081,147,1,111.15,1
15083,36,1,88.2,2
15087,62,1,306.94,2
15090,88,1,381.32,1
15092,63,1,323.16,2
15093,67,3,2603.21,2
15100,114,3,876.0,1
15101,139,1,102.28,1
15104,62,1,374.64,2
15106,49,1,410.7,2
15107,91,6,319.5,1
15108,8,1,191.4,2
15109,26,1,484.95,2
15110,98,1,169.65,1
15111,152,1,288.5,1
15114,26,2,474.39,2
15119,26,1,266.4,2
15121,68,1,295.15,2
15122,78,1,397.04,1
15125,20,2,4367.88,2
15129,35,2,659.8,2
15132,42,1,313.77,2
15133,38,2,657.9,2
15134,21,1,110.1,2
15135,19,1,139.05,2
15139,20,2,178.96,2
15140,14,2,800.9300000000001,2
15143,5,1,259.45,2
15144,40,3,648.72,2
15145,7,2,724.03,2
15146,71,1,834.22,2
15147,20,1,623.5,2
15150,49,1,501.25,2
15157,138,1,1085.46,1
15159,14,8,4215.42,2
15160,137,1,158.16,1
15164,119,1,173.39000000000001,1
15165,153,1,487.75,1
15167,100,1,163.0,1
15171,111,1,1289.5,1
15172,16,1,346.4,2
15174,103,1,135.75,1
15178,40,1,40.5,2
15179,14,3,1455.12,2
15180,147,1,87.5,1
15181,49,1,300.0,2
15182,48,1,370.48,2
15189,6,13,3614.75,2
15192,145,1,315.0,1
15194,28,7,2848.8,2
15197,32,2,773.25,2
15199,15,2,657.15,2
15201,27,1,301.48,2
15203,91,1,211.94,1
15204,137,1,316.58,1
15206,56,1,17.700000000000003,2
15208,133,1,65.4,1
15210,5,1,331.18,2
15211,145,1,383.07,1
15212,21,1,101.8,2
15213,98,2,328.35,1
15214,23,1,514.9300000000001,2
15218,44,2,1109.51,2
15220,19,2,511.78999999999996,2
15221,146,1,403.25,1
15222,99,1,585.0,1
15223,6,2,755.75,2
15224,138,2,322.08,1
15225,14,1,409.40000000000003,2
15226,90,1,154.41,1
15227,64,2,625.07,2
15228,75,1,904.85,1
15230,19,2,429.6,2
15234,57,1,197.0,2
15235,19,11,1876.74,2
15236,79,1,321.05,1
15237,7,1,938.9200000000001,2
15240,22,2,629.1,2
15241,64,1,395.33,2
15244,28,1,297.94,2
15245,41,1,1251.48,2
15246,18,2,514.15,2
15249,14,3,1807.22,2
15251,22,1,2846.02,2
15257,63,1,317.15,2
15260,14,3,688.2,2
15262,103,1,178.95000000000002,1
15265,15,1,712.24,2
15266,118,1,119.3,1
15270,19,4,1313.75,2
15271,19,3,512.45,2
15279,135,1,290.51,1
15281,12,4,1371.2,2
15288,44,2,1152.4,2
15289,29,1,375.45,2
15290,13,7,1670.3799999999999,2
15291,28,9,2679.59,2
15296,106,1,1199.33,1
15298,42,4,1238.44,2
15299,43,4,2435.01,2
15301,7,3,1797.09,2
15303,70,1,574.02,2
15304,16,4,330.6,2
15308,54,1,310.47,2
15311,5,37,23852.41,0
15312,134,1,289.74,1
15316,107,1,165.0,1
15319,63,1,204.5,2
15321,72,1,1159.47,1
15326,114,1,311.71,1
15332,146,4,1661.06,1
15339,98,1,257.9,1
15346,113,1,252.42000000000002,1
15347,146,1,201.60000000000002,1
15350,153,1,115.65,1
15351,149,1,274.67,1
15353,34,2,777.02,2
15356,32,4,831.86,2
15358,21,9,3819.16,2
15361,142,1,418.92,1
15363,152,1,326.0,1
15364,34,1,331.80000000000007,2
15365,95,1,208.61,1
15366,138,1,105.54,1
15367,25,2,1416.18,2
15370,77,2,754.22,1
15373,35,5,1076.21,2
15376,2,1,654.17,2
15379,55,4,3053.9300000000003,2
15380,145,1,230.10000000000002,1
15381,48,1,282.29999999999995,2
15382,75,1,1019.42,1
15384,140,1,303.57,1
15388,50,1,140.54,2
15392,140,1,338.98,1
15393,61,1,124.10000000000001,2
15394,138,1,587.66,1
15395,105,1,107.45,1
15397,70,1,94.0,2
15400,59,1,346.1,2
15406,81,1,252.29,1
15407,2,2,329.86,2
15408,44,1,267.18,2
15410,16,2,838.8000000000001,2
15414,22,1,36.2,2
15415,93,1,572.8100000000001,1
15416,20,2,2274.43,2
15421,90,1,295.06,1
15422,103,2,97.7,1
15424,34,2,383.34,2
15426,37,2,662.98,2
15433,47,1,372.64,2
15436,14,1,489.05,2
15437,42,1,200.16,2
15442,28,1,594.0,2
15443,100,1,437.71,1
15445,44,1,113.5,2
15447,111,1,155.17,1
15448,93,1,494.64,1
15449,42,1,345.92,2
15452,44,1,247.25,2
15454,142,1,179.1,1
15456,63,3,447.22,2
15457,42,1,237.07,2
15460,134,1,216.76,1
15464,118,1,1048.85,1
15465,13,12,5163.46,2
15482,31,3,1437.44,2
15483,46,1,114.85,2
15485,116,2,1278.63,1
15491,16,2,1022.45,2
15493,30,2,951.25,2
15497,100,1,970.6,1
15498,18,8,4999.96,2
15502,55,4,2640.46,2
15503,143,1,147.09,1
15508,5,2,518.47,2
15510,110,1,250.0,1
15512,139,1,101.2,1
15513,40,8,4518.76,2
15514,5,6,2561.94,2
15517,13,1,267.03,2
15518,98,3,630.65,1
15521,29,2,980.69,2
15525,153,1,313.93,1
15527,95,2,580.3,1
15528,34,1,229.33,2
15529,28,6,1518.84,2
15530,27,1,553.13,2
15532,138,1,356.35,1
15535,16,3,411.39,2
15543,68,1,127.86,2
15544,68,3,1199.1200000000001,2
15545,151,1,135.32999999999998,1
15547,23,6,1997.1,2
15549,96,1,942.1,1
15550,81,1,137.89999999999998,1
15554,58,1,217.2,2
15555,16,4,1280.34,2
15562,132,1,134.55,1
15563,139,1,270.19,1
15569,112,1,288.5,1
15570,20,7,2278.13,2
15572,29,3,876.04,2
15574,138,3,590.15,1
15577,85,1,29.65,1
15579,93,1,199.6,1
15581,6,8,634.96,2
15587,132,1,344.88,1
15589,36,3,478.53000000000003,2
15594,15,1,267.91,2
15596,61,3,1080.5,2
15601,32,8,4057.05,2
15602,92,4,404.75,1
15605,32,3,690.1800000000001,2
15606,3,6,1826.35,2
15607,116,1,104.76,1
15611,36,3,331.5,2
15615,15,8,3820.8,2
15620,1,2,875.01,2
15622,5,3,2191.8,2
15624,36,1,183.9,2
15625,15,1,695.3299999999999,2
15626,110,1,281.88,1
15628,35,2,691.01,2
15632,5,3,1242.5,2
15636,62,1,306.7,2
15640,6,7,5771.61,2
15641,41,3,1305.38,2
15643,62,1,337.1,2
15644,36,3,423.19,2
15646,27,2,340.04,2
15648,47,1,316.85,2
15649,116,2,816.0,1
15651,41,1,227.32,2
15655,23,1,560.67,2
15656,64,1,242.95,2
15658,42,3,597.6500000000001,2
15660,63,2,364.3,2
15661,97,2,309.8,1
15665,23,1,1476.22,2
15669,44,1,198.8,2
15670,77,1,173.05,1
15671,22,3,1033.13,2
15673,107,1,969.95,1
15674,28,2,710.24,2
15675,60,1,45.0,2
15676,64,1,897.8,2
15680,146,1,478.89,1
15681,60,1,345.68,2
15687,49,4,1402.45,2
15689,142,1,103.5,1
15691,32,1,136.8,2
15694,26,6,2195.2799999999997,2
15695,47,2,409.98,2
15696,1,6,1637.9,2
15703,45,1,211.5,2
15708,3,5,2068.3,2
15709,64,1,133.25,2
15712,68,1,299.8,2
15713,146,1,171.15,1
15716,37,2,662.36,2
15717,14,1,150.3,2
15719,27,5,1707.98,2
15722,70,1,324.05,2
15723,145,1,203.1,1
15724,65,1,103.65,2
15727,28,3,2876.05,2
15732,152,1,138.1,1
15733,63,1,162.3,2
15737,23,1,475.88,2
15738,7,7,2296.9900000000002,2
15745,16,1,302.85,2
15749,15,3,44534.3,3
15750,63,3,612.57,2
15752,29,3,1045.18,2
15753,84,1,79.2,1
15754,26,1,91.8,2
15755,15,2,620.73,2
15756,29,1,123.59,2
15759,76,2,185.04,1
15764,57,1,1120.93,2
15768,6,1,354.34999999999997,2
15769,15,10,24523.92,0
15775,25,1,104.9,2
15777,21,4,1047.11,2
15780,23,2,402.76,2
15781,86,1,83.35,1
15785,75,1,928.58,1
15789,138,1,351.3,1
15793,49,1,306.64,2
15796,82,1,343.92,1
15797,85,2,1510.2,1
15799,114,1,320.21999999999997,1
15800,26,1,244.5,2
15805,13,4,2117.9700000000003,2
15806,57,1,300.36,2
15808,86,4,3734.9700000000003,1
15809,36,2,262.22,2
15810,12,2,854.12,2
15811,78,3,897.33,1
15812,34,2,764.76,2
15813,20,1,770.65,2
15815,25,2,880.0,2
15819,57,1,639.64,2
15820,99,1,206.98,1
15822,139,1,440.2,1
15823,152,1,15.0,1
15827,16,8,797.64,2
15831,104,1,309.94,1
15832,34,1,836.79,2
15834,57,2,1281.37,2
15835,40,2,488.31,2
15838,27,5,5608.2,2
15841,119,1,331.6,1
15843,84,1,118.95000000000002,1
15845,68,2,1232.58,2
15847,68,1,180.68,2
15854,47,4,1056.7,2
15855,20,2,202.2,2
15856,12,7,6166.9,2
15858,69,2,816.22,2
15860,13,3,420.26,2
15861,47,2,722.48,2
15862,154,1,354.23,1
15864,96,1,242.42000000000002,1
15867,22,8,1502.75,2
15869,57,2,149.64,2
15874,25,4,2044.5,2
15880,149,1,343.28000000000003,1
15881,92,5,501.39000000000004,1
15882,148,2,371.32000000000005,1
15885,89,1,15.0,1
15889,149,1,297.92,1
15891,6,1,524.52,2
15894,33,2,263.55,2
15898,7,4,1002.99,2
15899,149,1,56.25,1
15903,7,2,641.6400000000001,2
15906,35,2,411.33000000000004,2
15910,27,3,429.79,2
15912,13,1,141.49,2
15916,26,4,735.1800000000001,2
15917,28,1,123.1,2
15918,51,1,142.0,2
15919,149,1,270.72,1
15922,153,1,369.5,1
15923,152,1,127.08,1
15932,21,3,968.23,2
15935,19,2,416.86,2
15938,29,3,242.6,2
15939,7,8,4380.35,2
15940,91,1,35.8,1
15944,57,1,325.1,2
15945,145,1,181.0,1
15950,139,1,428.82000000000005,1
15951,65,1,375.16999999999996,2
15952,5,1,232.65,2
15953,63,3,654.22,2
15955,23,2,1064.17,2
15965,147,1,156.19,1
15967,98,1,173.8,1
15970,83,1,314.1,1
15971,22,4,1086.15,2
15973,146,1,307.82000000000005,1
15974,57,2,917.19,2
15980,34,1,760.18,2
15981,22,3,1390.8,2
15983,140,3,1148.27,1
15984,13,5,782.08,2
15985,17,1,899.58,2
15987,149,1,113.48,1
15990,67,1,401.37,2
15996,43,3,655.27,2
15998,42,2,1782.22,2
16003,139,1,1181.0,1
16005,50,1,177.59,2
16010,26,3,407.5,2
16011,13,6,990.84,2
16013,6,18,9743.42,0
16014,71,1,262.93,1
16016,6,3,690.38,2
16019,12,6,2489.5,2
16022,40,1,628.28,2
16023,46,1,177.84,2
16027,64,2,399.72,2
16029,7,23,24279.75,0
16030,90,1,331.24,1
16031,27,1,305.63,2
16033,15,9,2353.25,2
16034,112,1,153.6,1
16036,43,1,188.73,2
16037,50,3,855.02,2
16040,49,1,422.43,2
16042,112,1,24.95,1
16043,26,2,451.95,2
16045,26,2,861.25,2
16048,153,2,256.44,1
16055,1,1,134.8,2
16057,65,1,683.98,2
16059,34,3,647.7,2
16062,21,2,578.18,2
16063,40,1,335.32,2
16065,145,1,372.09,1
16072,68,1,584.3199999999999,2
16073,77,1,122.39999999999999,1
16078,64,1,79.2,2
16080,54,1,130.26,2
16081,39,2,568.13,2
16083,140,1,337.98,1
16084,79,1,436.18,1
16085,16,2,325.04,2
16086,69,2,278.45,2
16092,34,1,310.87,2
16096,44,1,320.62,2
16097,20,1,185.04999999999998,2
16098,14,3,1010.3000000000001,2
16099,6,1,318.3,2
16103,7,2,534.46,2
16105,29,1,336.96,2
16109,88,1,314.99999999999994,1
16110,42,2,693.93,2
16112,113,2,136.14,1
16115,44,2,343.96,2
16122,113,2,249.84,1
16124,97,1,249.0,1
16125,147,1,289.35,1
16126,77,1,891.35,1
16128,62,1,388.3,2
16131,20,1,1056.3600000000001,2
16133,1,7,4978.7300000000005,2
16134,139,1,283.53000000000003,1
16135,42,1,517.55,2
16136,58,1,159.3,2
16140,151,1,124.14,1
16142,30,1,535.34,2
16143,83,3,1212.8500000000001,1
16144,27,1,175.2,2
16145,6,4,1316.28,2
16146,12,1,385.69,2
16148,76,1,76.32000000000001,1
16150,50,2,964.48,2
16152,49,1,1829.04,2
16153,135,1,215.01,1
16156,50,2,612.86,2
16159,61,1,348.2,2
16161,28,8,1661.29,2
16162,32,1,37.4,2
16163,12,2,856.6,2
16168,7,6,859.5500000000001,2
16170,15,2,625.5799999999999,2
16172,21,1,199.38,2
16175,20,1,272.86,2
16180,14,2,1180.88,2
16182,75,1,825.0,1
16185,12,1,335.0,2
16186,22,2,700.09,2
16187,6,5,2022.88,2
16188,7,2,565.77,2
16191,43,8,2615.68,2
16193,16,1,314.45,2
16202,141,1,365.27,1
16203,7,2,318.3,2
16206,108,1,161.3,1
16208,69,1,497.59,2
16209,26,1,305.95000000000005,2
16210,1,7,9979.8,2
16212,63,1,498.15000000000003,2
16214,33,2,749.67,2
16216,47,1,914.9300000000001,2
16217,15,2,304.25,2
16218,35,2,687.6,2
16221,56,2,315.37,2
16222,98,1,846.72,1
16224,20,2,543.21,2
16225,57,2,416.61,2
16226,15,1,130.8,2
16227,5,1,314.22,2
16233,110,2,326.5,1
16235,76,2,344.46,1
16241,28,3,667.3000000000001,2
16242,57,1,211.36,2
16244,152,1,1056.63,1
16245,37,1,453.98,2
16249,19,1,814.83,2
16250,41,2,389.44,2
16253,35,1,1700.4,2
16255,26,4,1061.67,2
16256,46,1,752.4300000000001,2
16261,26,1,254.96,2
16265,41,5,2875.14,2
16270,133,1,1141.24,1
16271,138,1,133.22,1
16274,153,1,357.95,1
16282,119,1,168.3,1
16293,50,2,696.3100000000001,2
16297,49,1,301.9,2
16303,113,1,827.1800000000001,1
16306,74,5,594.47,2
16308,41,1,320.0,2
16309,20,1,334.2,2
16315,110,1,226.37,1
16316,55,4,1148.97,2
16317,77,1,570.76,1
16321,85,3,223.65,1
16325,26,1,190.82000000000002,2
16326,94,2,426.63,1
16327,50,3,1740.57,2
16332,85,1,122.3,1
16333,6,13,11754.800000000001,0
16339,64,1,109.95,2
16348,20,2,455.7,2
16349,70,1,53.5,2
16350,114,1,376.7,1
16351,113,1,153.9,1
16353,50,9,1470.92,2
16356,7,2,104.10000000000001,2
16359,24,4,855.61,2
16365,33,3,489.35999999999996,2
16367,142,1,170.91,1
16370,5,1,275.54,2
16374,42,1,156.3,2
16377,47,1,676.2,2
16378,27,3,362.95,2
16383,48,1,309.46,2
16384,44,1,409.1,2
16385,146,1,148.23000000000002,1
16386,33,1,61.10000000000001,2
16387,103,1,94.36,1
16389,63,1,119.65,2
16392,49,1,221.19,2
16393,19,4,633.85,2
16394,28,2,619.3,2
16395,104,2,450.56,1
16398,34,1,1169.95,2
16399,15,1,178.41,2
16401,2,4,1449.49,2
16402,44,2,299.6,2
16403,92,1,177.5,1
16405,82,2,167.25,1
16407,22,4,600.34,2
16409,22,2,803.5600000000001,2
16411,149,1,131.5,1
16414,60,1,50.8,2
16418,6,1,145.91,2
16419,55,2,516.9300000000001,2
16422,5,22,13490.28,0
16425,82,1,302.7,1
16426,56,1,328.37,2
16427,43,2,241.06,2
16431,77,2,343.93,1
16434,37,2,522.95,2
16441,71,1,211.0,1
16442,7,2,437.03,2
16444,44,1,119.08,2
16449,60,1,416.69,2
16455,36,4,945.68,2
16456,8,3,1576.6100000000001,2
16458,15,5,923.1,2
16462,64,1,34.0,2
16466,73,1,111.67,1
16469,26,2,276.88,2
16470,138,1,216.34,1
16471,55,1,223.95000000000002,2
16473,67,2,217.81,2
16475,54,1,310.0,2
16477,54,4,1176.21,2
16493,65,2,367.8,2
16494,76,1,826.53,1
16495,56,2,246.51,2
16496,97,1,736.7,1
16497,49,3,687.6800000000001,2
16499,140,2,365.45,1
16500,111,1,165.0,1
16503,110,2,841.79,1
16509,77,1,363.7,1
16510,152,1,248.1,1
16511,47,1,340.75,2
16515,27,2,622.33,2
16517,57,1,162.7,2
16518,64,1,190.7,2
16519,145,1,103.7,1
16520,19,2,622.92,2
16523,19,5,1819.3,2
16525,22,10,5010.87,2
16531,74,3,484.83,2
16532,118,1,1910.4,1
16539,138,2,747.25,1
16546,71,2,787.15,2
16549,114,1,119.49000000000001,1
16550,15,2,1038.91,2
16551,117,1,311.07,1
16552,23,2,379.73,2
16553,12,7,3921.92,2
16554,2,2,314.11,2
16556,25,3,1269.06,2
16558,13,9,2837.04,2
16560,138,1,332.18,1
16565,144,1,173.7,1
16566,73,1,94.89999999999999,1
16567,117,1,557.5600000000001,1
16570,50,2,904.14,2
16571,62,1,436.68,2
16572,55,1,342.58,2
16573,70,1,292.63,2
16583,153,1,233.45,1
16584,34,1,611.94,2
16586,29,1,463.95,2
16587,12,1,225.15,2
16592,32,3,802.75,2
16593,107,1,69.6,1
16596,146,1,120.65,1
16598,65,1,145.04999999999998,2
16600,33,2,237.46,2
16607,21,6,1390.06,2
16609,1,2,1092.18,2
16612,92,1,280.05,1
16617,16,1,151.85,2
16618,39,2,1082.82,2
16619,44,1,226.21,2
16620,41,1,95.75999999999999,2
16621,58,1,162.85,2
16623,26,1,129.45,2
16625,54,1,333.08,2
16626,46,1,795.75,2
16628,15,1,360.65,2
16633,14,1,447.52,2
16634,2,2,217.9,2
16637,6,1,303.62,2
16638,37,6,1211.44,2
16639,16,1,308.20000000000005,2
16643,26,1,487.51,2
16652,20,2,1613.66,2
16654,15,2,501.85,2
16655,112,1,812.25,1
16656,7,5,2464.04,2
16657,34,1,242.55,2
16658,148,1,123.24,1
16660,99,1,282.59999999999997,1
16665,142,1,135.39999999999998,1
16667,64,1,203.35,2
16668,64,1,50.76,2
16670,27,5,1948.22,2
16672,6,5,2456.74,2
16676,13,2,794.0600000000001,2
16678,20,3,742.08,2
16679,146,1,129.75,1
16681,8,2,616.52,2
16684,21,10,18649.42,0
16686,18,3,847.4300000000001,2
16692,36,2,1276.0,2
16693,52,1,157.56,2
16696,28,1,35.400000000000006,2
16697,21,1,112.75,2
16698,7,2,1998.0,2
16700,15,5,2166.76,2
16701,37,4,1575.92,2
16705,21,5,5028.7300000000005,2
16709,25,2,1270.43,2
16710,44,4,889.58,2
16711,82,2,598.8000000000001,1
16712,35,2,721.78,2
16713,16,8,2611.63,2
16714,97,2,1146.53,1
16716,47,2,901.2,2
16717,146,1,307.25,1
16718,149,1,623.75,1
16719,16,4,978.23,2
16721,42,1,292.47,2
16722,8,4,1565.48,2
16725,82,7,781.02,2
16726,74,3,603.79,2
16727,144,1,272.82,1
16728,17,2,326.93,2
16729,7,4,1389.96,2
16730,14,2,480.94,2
16735,19,2,1097.92,2
16738,78,1,3.75,1
16743,54,2,791.0600000000001,2
16745,1,8,3026.2200000000003,2
16746,15,6,2085.58,2
16748,89,2,609.8,1
16750,12,1,118.7,2
16752,152,1,207.5,1
16754,152,1,2002.4,1
16755,6,2,908.47,2
16757,98,1,106.83000000000001,1
16765,74,1,34.0,1
16766,53,2,1145.6,2
16767,40,2,2230.86,2
16768,52,1,183.25,2
16769,40,1,380.39,2
16770,16,4,656.48,2
16771,55,3,1655.95,2
16775,71,3,577.1,2
16777,37,1,177.25,2
16778,54,1,93.18,2
16779,23,9,3280.67,2
16780,39,1,161.89,2
16781,152,1,311.25,1
16782,5,6,1218.35,2
16788,34,1,297.17,2
16791,43,2,407.28,2
16792,62,2,110.38000000000001,2
16795,145,1,414.88,1
16801,53,1,751.9,2
16804,50,1,118.05,2
16805,140,1,214.77,1
16806,19,1,241.29,2
16807,51,1,371.23,2
16808,54,1,166.5,2
16809,42,1,214.28,2
16812,140,1,479.35,1
16814,6,10,3152.04,2
16816,93,2,325.45,1
16817,29,5,731.45,2
16823,7,1,358.38,2
16833,40,3,671.29,2
16834,8,1,413.46,2
16835,153,1,81.75,1
16837,14,3,362.94,2
16838,68,1,392.12,2
16839,33,10,4924.62,2
16841,67,1,317.38,2
16842,82,1,520.5699999999999,1
16843,22,3,2394.02,2
16850,114,1,332.41,1
16858,149,1,375.69000000000005,1
16859,41,1,259.84,2
16863,147,1,164.25,1
16871,35,3,927.3100000000001,2
16873,25,2,2686.57,2
16875,76,3,805.09,2
16882,19,2,215.70000000000002,2
16883,152,1,128.03,1
16885,137,1,190.65,1
16889,24,2,1228.61,2
16891,152,1,232.26,1
16893,146,1,145.93,1
16897,79,2,289.78,1
16898,148,1,116.08,1
16899,140,1,170.55,1
16904,5,6,1288.17,2
16905,17,3,853.93,2
16906,28,1,114.64,2
16907,14,3,584.0,2
16912,71,3,757.64,2
16913,70,1,113.44,2
16915,28,2,166.79,2
16916,152,1,198.08,1
16917,56,1,391.52,2
16918,97,1,275.78,1
16919,6,6,1475.06,2
16923,15,6,2593.8,2
16926,151,1,230.25,1
16927,56,2,341.45,2
16928,15,5,844.56,2
16931,3,7,1510.92,2
16933,19,1,224.73,2
16938,89,1,267.6,1
16940,69,1,757.68,2
16942,7,1,285.04,2
16943,41,2,644.63,2
16945,35,6,1456.58,2
16947,16,1,406.48,2
16948,42,2,240.54000000000002,2
16949,34,2,202.21,2
16950,147,1,172.0,1
16951,84,1,1053.79,1
16954,35,3,941.48,2
16955,116,3,354.98,1
16957,19,2,416.64,2
16960,32,1,201.53,2
16965,6,1,201.19,2
16966,20,1,409.2,2
16976,47,1,251.51999999999998,2
16979,78,1,347.15,1
16980,35,2,1078.96,2
16983,51,3,622.34,2
16985,49,4,2102.46,2
16992,65,1,421.6,2
16996,25,4,700.8800000000001,2
16997,68,3,702.0,2
16998,84,1,90.0,1
17001,25,4,1419.59,2
17002,70,1,513.06,2
17007,137,2,207.12,1
17017,21,9,3902.68,2
17018,106,1,405.0,1
17019,42,3,995.93,2
17025,153,2,160.97,1
17026,149,1,33.15,1
17027,63,3,443.88,2
17029,17,1,358.0,2
17033,139,1,307.8,1
17034,68,1,141.79999999999998,2
17035,26,2,433.53000000000003,2
17041,140,1,304.5,1
17042,27,1,273.21,2
17043,46,1,174.6,2
17045,27,1,39.95,2
17048,62,2,760.4,2
17049,56,1,924.5400000000001,2
17050,30,4,2200.84,2
17054,15,2,612.37,2
17058,20,1,582.72,2
17059,40,2,1181.66,2
17060,46,1,234.24,2
17061,7,4,1999.41,2
17062,94,4,538.37,1
17063,69,2,319.37,2
17064,107,1,147.85,1
17068,5,8,2031.75,2
17069,7,4,1073.07,2
17071,19,3,791.83,2
17075,33,3,696.07,2
17076,54,2,334.2,2
17080,49,1,76.32000000000001,2
17082,98,1,636.94,1
17083,75,2,996.02,1
17085,31,4,1218.9,2
17088,34,1,1015.83,2
17090,8,3,649.05,2
17091,20,3,1393.72,2
17092,57,1,134.9,2
17094,102,1,302.0,1
17095,79,2,543.96,1
17096,41,1,133.49,2
17097,104,2,287.64,1
17102,42,1,25.5,2
17105,86,1,319.4,1
17107,58,1,1695.21,2
17109,12,2,464.59000000000003,2
17114,29,3,400.39,2
17115,13,1,310.02,2
17117,68,1,116.19999999999999,2
17118,97,1,157.02,1
17120,13,1,307.46,2
17126,79,2,515.27,1
17128,114,1,157.09,1
17133,26,2,1041.67,2
17134,44,1,330.5,2
17135,70,2,500.55,2
17138,55,1,380.5,2
17139,39,2,3348.04,2
17140,27,1,465.32,2
17142,19,1,579.0,2
17146,43,2,563.88,2
17147,92,1,409.5,1
17152,43,1,315.90000000000003,2
17158,13,2,698.55,2
17160,5,2,1205.07,2
17162,25,5,819.3100000000001,2
17164,53,1,627.13,2
17165,64,1,158.68,2
17171,69,1,224.91,2
17175,76,1,519.08,1
17179,12,2,488.31,2
17180,21,3,564.86,2
17181,153,1,155.52,1
17187,6,1,203.95,2
17188,95,3,1424.44,1
17189,139,1,227.22,1
17191,60,4,820.88,2
17194,53,2,262.62,2
17198,145,2,521.66,1
17204,21,2,1250.16,2
17211,13,5,1253.94,2
17212,33,1,226.85,2
17213,96,3,936.95,1
17214,29,4,613.67,2
17217,14,1,113.5,2
17218,114,4,775.63,1
17220,34,3,1055.25,2
17223,90,2,426.79,1
17226,88,1,393.49,1
17227,37,2,366.15,2
17228,92,3,479.38,1
17230,44,8,3638.41,2
17231,43,4,962.5,2
17235,152,1,341.9,1
17236,22,4,563.82,2
17238,36,6,997.52,2
17239,93,1,382.5,1
17243,17,11,2864.1,2
17250,41,1,162.65,2
17251,143,1,283.28000000000003,1
17255,79,1,112.46,1
17256,92,1,127.89999999999999,1
17259,148,1,381.64,1
17262,7,4,955.3600000000001,2
17268,24,2,276.48,2
17272,42,1,657.68,2
17277,7,2,1065.3500000000001,2
17278,21,1,246.04,2
17282,80,1,741.85,1
17284,15,2,928.45,2
17287,32,3,367.94,2
17288,33,4,417.82,2
